X,Artist,Followers,Genres,NumAlbums,YearFirstAlbum,Gender,Group.Solo
813,Smokie Norful,153440,"gospel,gospel r&b",15,2002,M,Solo
814,Dwele,163876,"neo soul,r&b,urban contemporary",5,2003,M,Solo
815,Tamia,702479,"canadian pop,dance pop,deep pop r&b,hip pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary",8,1998,F,Solo
816,The Ataris,143500,"emo,pop punk,punk,skate punk",9,1997,M,Group
817,Obie Trice,410479,"detroit hip hop,gangster rap,hardcore hip hop,hip hop,pop rap,rap,southern hip hop",6,2003,M,Solo
818,Luther Vandross,1115947,"funk,motown,neo soul,new jack swing,quiet storm,r&b,soul,urban contemporary",17,1981,M,Solo
819,Tyrese,1230147,"dance pop,hip hop,hip pop,neo soul,new jack swing,pop rap,quiet storm,r&b,rap,southern hip hop,urban contemporary",6,1998,M,Solo
820,Patty Loveless,191026,"contemporary country,country,country dawn,country gospel,country rock,nashville sound,traditional country",15,1988,F,Solo
821,Thalia,2219894,"dance pop,latin,latin pop,mexican pop,pop,tropical",19,1995,F,Solo
822,DMX,1635505,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,pop rap,rap,southern hip hop",15,1998,M,Solo
823,Saliva,472088,"alternative metal,nu metal,post-grunge,rap metal,rap rock,wrestling",9,1997,M,Group
824,The Rolling Stones,7538612,"album rock,british invasion,classic rock,protopunk,rock",63,1964,M,Group
825,BT,63537,"progressive house,progressive trance,trance,uplifting trance",24,1995,M,Solo
826,Nappy Roots,98720,"dirty south rap,gangster rap,pop rap,southern hip hop",9,2002,M,Group
827,112,590341,"atl hip hop,boy band,dance pop,gangster rap,hip hop,hip pop,new jack swing,pop,pop rap,r&b,rap,southern hip hop,urban contemporary",6,1996,M,Group
828,Cold,22458057,"permanent wave,pop",10,2006,,
829,Wynonna Judd,198561,"contemporary country,country,country dawn",12,1992,F,Solo
830,Randy Travis,684809,"contemporary country,country,country gospel,country road,country rock,nashville sound,outlaw country,traditional country",26,1986,M,Solo
831,Wayne Wonder,84687,"dancehall,lovers rock,old school dancehall,reggae fusion,roots reggae,soca",17,1992,M,Solo
832,Floetry,376753,"british soul,hip pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary",3,2002,F,Group
833,Jeff Bates,30895,"contemporary country,country,country road,modern country rock",7,2003,M,Solo
834,Diamond Rio,415386,"contemporary country,country,country gospel,country road,country rock",13,1991,M,Group
835,Dru Hill,725158,"dance pop,hip hop,hip pop,neo soul,new jack swing,quiet storm,r&b,southern hip hop,urban contemporary",5,1996,M,Group
836,Ricky Martin,4946259,"dance pop,latin,latin pop,mexican pop,puerto rican pop,tropical",13,1991,M,Solo
837,Panjabi MC,62563,"bhangra,desi hip hop,desi pop,punjabi",14,2000,M,Solo
838,Loon,16452,hip pop,5,2003,M,Solo
839,Vivian Green,237829,"hip pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary",8,2002,F,Solo
840,Freeway,135232,"battle rap,gangster rap,hardcore hip hop,hip hop,philly rap,rap,southern hip hop",29,2003,M,Solo
841,Amanda Perez,245043,"deep pop r&b,hip pop,r&b,urban contemporary",4,2002,F,Solo
842,Phil Collins,2291850,"mellow gold,soft rock",14,1981,M,Solo
843,Fleetwood Mac,3761184,"album rock,classic rock,mellow gold,rock,soft rock,yacht rock",23,1968,,Group
844,Talib Kweli,345525,"alternative hip hop,conscious hip hop,east coast hip hop,hardcore hip hop,hip hop,southern hip hop",19,2002,M,Solo
845,t.A.T.u.,354913,"dance pop,girl group",6,2002,F,Group
846,Reina,16730,"banda,regional mexican pop",4,2011,F,Solo
847,Sixpence None The Richer,228692,"neo mellow,pop rock",10,1994,,Group
848,TLC,1807741,"atl hip hop,dance pop,girl group,hip hop,hip pop,new jack swing,pop,r&b,urban contemporary",5,1992,F,Group
849,Aaron Lines,8930,"alberta country,canadian country,country road",3,2003,M,Solo
850,Killer Mike,161607,"alternative hip hop,atl hip hop,conscious hip hop,escape room,southern hip hop",7,2005,M,Solo
851,Mark Wills,165959,"contemporary country,country,country road",8,1996,M,Solo
852,Clipse,176795,"alternative hip hop,dirty south rap,gangster rap,hardcore hip hop,hip hop,pop rap,rap,southern hip hop",4,2002,M,Group
853,The Roots,796842,"alternative hip hop,conscious hip hop,east coast hip hop,hardcore hip hop,hip hop,neo soul,philly rap,southern hip hop",14,1995,M,Group
854,Nirvana,9609725,"alternative rock,grunge,permanent wave,post-grunge,rock",11,1991,M,Group
855,Telepopmusik,136625,"downtempo,electronica,nu jazz,trip hop",4,2001,,Group
856,Benzino,4593,,4,2001,M,Solo
857,Toni Braxton,1821585,"dance pop,hip pop,neo soul,new jack swing,pop,quiet storm,r&b,urban contemporary",10,1993,F,Solo
858,Erick Sermon,90629,"alternative hip hop,gangster rap,hardcore hip hop,hip hop,hip pop,rap,turntablism",14,1993,M,Solo
859,Our Lady Peace,205586,"alternative metal,alternative rock,canadian rock,nu metal,pop rock,post-grunge,wrestling",11,1994,M,Group
860,WC,184880,"gangster rap,hip hop,hyphy,rap,west coast rap,west coast trap",5,1998,M,Solo
861,Oakenfold,124743,"big beat,progressive trance,trance",90,2001,M,Solo
862,DJ Sammy,43862,"eurodance,europop",6,2002,M,Solo
863,TRUSTcompany,65013,"alabama metal,alternative metal,nu metal,post-grunge,rap rock",3,2002,M,Group
864,Pastor Troy,251664,"atl hip hop,crunk,dirty south rap,gangster rap,pop rap,rap,southern hip hop,trap music",34,1998,M,Solo
865,Mark Chesnutt,300429,"contemporary country,country,country gospel,country road,country rock,nashville sound,outlaw country,texas country,traditional country",15,1990,M,Solo
866,New Found Glory,510155,"easycore,emo,pop punk,pop rock,post-grunge,skate punk",19,1999,M,Group
867,Craig David,505548,"british soul,dance pop,pop,r&b,tropical house,urban contemporary",9,2001,M,Solo
868,Tweet,302279,"hip pop,neo soul,r&b,urban contemporary",3,2002,F,Solo
869,BBMak,42353,"boy band,dance pop",3,2000,M,Group
870,The Hives,466445,"alternative rock,dance-punk,garage rock,indie rock,modern rock,new rave,rock,swedish hard rock,swedish indie rock",7,1997,M,Group
871,Donell Jones,610904,"dance pop,hip hop,hip pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary",7,1996,M,Solo
872,Dirty Vegas,28332,"big beat,disco house",11,2002,,Group
873,Ruff Endz,147449,"neo soul,new jack swing,r&b,urban contemporary",4,2000,M,Group
874,Default,130899,"alternative metal,canadian rock,nu metal,pop rock,post-grunge",5,2001,M,Group
875,Filter,238621,"alternative metal,alternative rock,grunge,industrial metal,industrial rock,nu metal,pop rock,post-grunge,rap rock,rock",10,1995,M,Group
876,Steve Azar,9723,"contemporary country,country,country road",6,1996,M,Solo
877,Pilar Montenegro,69929,"grupera,latin,latin arena pop,latin pop",5,1996,F,Solo
878,Tanto Metro,26400,"dancehall,old school dancehall,soca",5,1999,M,Solo
879,Angie Stone,350556,"neo soul,r&b,soul,urban contemporary",9,1999,F,Solo
880,Scarface,428897,"conscious hip hop,dirty south rap,gangster rap,hardcore hip hop,hip hop,pop rap,rap,southern hip hop,trap music",28,1991,M,Solo
881,Beanie Sigel,299271,"battle rap,east coast hip hop,gangster rap,hardcore hip hop,hip hop,hip pop,philly rap,pop rap,rap,southern hip hop,trap music",9,1999,M,Solo
882,Travis Tritt,615676,"contemporary country,country,country road,country rock,traditional country",16,1990,M,Solo
883,iio,18344,"disco house,vocal house",8,2002,,Group
884,KeKe Wyatt,360638,"deep pop r&b,hip pop,neo soul,new jack swing,r&b,urban contemporary",5,2001,F,Solo
885,Cher,1270389,"dance pop,hollywood,new wave pop,pop",24,1965,F,Solo
886,Mr. Cheeks,12929,hip pop,5,2001,M,Solo
887,Raphael Saadiq,330003,"funk,hip hop,neo soul,r&b,soul,urban contemporary",8,2002,M,Solo
888,Toya,2425,hip pop,9,2001,F,Solo
889,Natalie Imbruglia,466615,"australian pop,dance pop,europop,folk-pop,lilith,new wave pop,pop rock",4,1997,F,Solo
890,Darren Hayes,50475,australian pop,4,2002,M,Solo
891,Joe Diffie,294001,"contemporary country,country,country gospel,country road,country rock,outlaw country,redneck,traditional country",15,1990,M,Solo
892,David Ball,41480,"country,country road,country rock,nashville sound,outlaw country,traditional country",10,1994,M,Solo
893,Method Man,982422,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,pop rap,rap,southern hip hop",11,1994,M,Solo
894,Redman,534070,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,new jersey rap,pop rap,rap,southern hip hop",10,1992,M,Solo
895,Master P,492214,"deep southern trap,dirty south rap,gangster rap,hip hop,new orleans rap,pop rap,rap,southern hip hop,trap music",18,1996,M,Solo
896,Aaron Tippin,280579,"contemporary country,country,country road,country rock,outlaw country,redneck,traditional country",13,1991,M,Solo
897,Keith Murray,101321,"alternative hip hop,gangster rap,hardcore hip hop,hip hop",10,1994,M,Solo
898,George Harrison,1254202,"album rock,classic rock,folk rock,mellow gold,psychedelic rock,rock,roots rock,soft rock",10,1968,M,Solo
899,Brian McKnight,743435,"dance pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary",19,1992,M,Solo
900,Lee Greenwood,24702,"country,nashville sound,traditional country",38,1983,M,Solo
901,Bubba Sparxxx,178778,"atl hip hop,country rap,dirty south rap,pop rap,redneck,southern hip hop",10,2001,M,Solo
902,Alien Ant Farm,472611,"alternative metal,alternative rock,funk metal,nu metal,pop punk,pop rock,post-grunge,rap rock",5,2001,M,Group
903,Babyface,580710,"dance pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary",12,1986,M,Solo
904,LFO,23274,boy band,3,1999,M,Group
905,Sum 41,2245606,"alternative metal,canadian pop punk,canadian punk,nu metal,pop punk,post-grunge,punk",14,2000,M,Group
906,Tammy Cochran,11232,"contemporary country,country,country dawn,deep contemporary country",4,1994,F,Solo
907,Trick Pony,88558,"contemporary country,country,country dawn,country road",3,2001,,Group
908,Smash Mouth,509132,"alternative rock,pop punk,pop rock,post-grunge",7,1997,M,Group
909,Gigi D'Agostino,354225,"eurodance,europop,italo dance",8,2004,M,Solo
910,Tool,968266,"alternative metal,alternative rock,art rock,nu metal,post-grunge,post-metal,progressive metal,progressive rock,rock",5,1993,M,Group
911,American Hi-Fi,117936,"pop punk,pop rock",8,2001,M,Group
912,Sugar Ray,488495,"alternative metal,alternative rock,funk metal,neo mellow,pop punk,pop rock,post-grunge",7,1995,M,Group
913,Eve 6,216986,"alternative metal,alternative rock,nu metal,pop punk,pop rock,post-grunge",4,1998,M,Group
914,Afroman,230594,"gangster rap,hip hop,rap",12,2001,M,Solo
915,Black Rob,84210,"hardcore hip hop,hip pop",6,2000,M,Solo
916,Lil' Wayne,8360644,"hip hop,new orleans rap,pop,pop rap,rap,trap music",25,1999,M,Solo
917,Coo Coo Cal,2477,milwaukee hip hop,4,2002,M,Solo
918,Dream,681849,"dance pop,hip hop,hip pop,pop,pop rap,r&b,rap,southern hip hop,trap music,urban contemporary",8,2007,F,Group
919,Darude,98483,"eurodance,europop,finnish edm",9,2000,M,Solo
920,Azul Azul,63213,"deep norteno,duranguense,musica potosina,norteno,norteno-sax",28,2002,M,Group
921,Sunshine Anderson,79300,"hip pop,neo soul,r&b,urban contemporary",3,2001,F,Solo
922,S Club 7,310162,"australian pop,bubblegum dance,dance pop,europop,post-teen pop",4,1999,,Group
923,3LW,293561,"girl group,hip pop,r&b,urban contemporary",3,2000,F,Group
924,Moby,1066154,"downtempo,electronica",51,1991,M,Solo
925,Case,421213,"dance pop,hip hop,hip pop,neo soul,new jack swing,quiet storm,r&b,rap,southern hip hop,urban contemporary",7,1996,M,Solo
926,Amanda,23027,"alternative country,folk,new americana,roots rock",4,2011,,
927,Vertical Horizon,237467,"neo mellow,pop rock,post-grunge",8,1992,M,Group
928,Crazy Town,226209,"alternative metal,funk metal,nu metal,post-grunge,rap rock",3,1999,M,Group
929,Aerosmith,7359118,"album rock,classic rock,hard rock,rock",19,1973,M,Group
930,Jessica Andrews,42451,"contemporary country,country,country dawn",4,1999,F,Solo
931,The Corrs,539689,"australian pop,bow pop,celtic rock,dance pop,europop,new wave pop,pop rock",12,1995,,Group
932,Project Pat,324035,"crunk,dirty south rap,gangster rap,memphis hip hop,pop rap,rap,southern hip hop,trap music",24,1999,M,Solo
933,Jon B,590156,"dance pop,hip hop,hip pop,neo soul,new jack swing,quiet storm,r&b,southern hip hop,urban contemporary",8,1995,M,Solo
934,Aaron Carter,162763,"dance pop,post-teen pop",5,2000,M,Solo
935,Mystikal,317319,"crunk,dirty south rap,gangster rap,new orleans rap",5,1995,M,Solo
936,Bilal,151360,"neo r&b,neo soul",4,2001,M,Solo
937,Dave Hollister,242814,"hip pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary",10,1999,M,Solo
938,Carl Thomas,335717,"dance pop,hip pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary",3,2000,M,Solo
939,David Gray,382793,"acoustic pop,folk-pop,neo mellow,permanent wave,pop rock",13,1993,M,Solo
940,Mos Def,744962,"alternative hip hop,conscious hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,pop rap,rap,southern hip hop",6,1999,M,Solo
941,Pharoahe Monch,119669,"alternative hip hop,conscious hip hop,east coast hip hop,hardcore hip hop,hip hop,turntablism",4,2006,M,Solo
942,Kelly Price,489080,"deep pop r&b,hip pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary",6,1998,F,Solo
943,Billy Gilman,16145,country,7,2000,M,Solo
944,Profyle,32190,"new jack swing,r&b",3,1999,M,Group
945,Vitamin C,42978,"dance pop,europop",3,1999,F,Solo
946,Vince Gill,277834,"contemporary country,country,country gospel,country rock,nashville sound,traditional country",26,1985,M,Solo
947,Boyz II Men,1559967,"boy band,new jack swing,pop,quiet storm,r&b,urban contemporary",15,1991,M,Group
948,A*Teens,92492,"bubblegum dance,dance pop,europop",3,1999,,Group
949,NewSong,87688,"ccm,christian alternative rock,christian music,christian pop,worship",18,1988,M,Group
950,Yolanda Adams,262409,"gospel,gospel r&b",16,1980,F,Solo
951,Sunday,619431,"emo,modern rock,pop punk",13,2002,,
952,Nine Days,50215,"neo mellow,pop rock,post-grunge",5,1996,M,Group
953,Chante Moore,228772,"hip pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary",10,1992,F,Solo
954,Shyne,145645,"gangster rap,hardcore hip hop,hip hop,hip pop,pop rap,rap,southern hip hop",5,2000,M,Solo
955,Changing Faces,263922,"girl group,hip pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary",3,1994,F,Group
956,Baha Men,20306,bahamian pop,10,1992,M,Group
957,The Wallflowers,366837,"alternative rock,mellow gold,neo mellow,pop rock,post-grunge,rock",7,1992,M,Group
958,Everclear,467277,"alternative metal,alternative rock,permanent wave,pop punk,pop rock,post-grunge,rock",12,1995,M,Group
959,Sister Hazel,179428,"acoustic pop,neo mellow,pop rock,post-grunge",15,1994,M,Group
960,Third Eye Blind,829511,"alternative rock,neo mellow,pop punk,pop rock,post-grunge,rock",11,1997,M,Group
961,Don Henley,632608,"album rock,art rock,classic rock,folk,folk rock,heartland rock,mellow gold,new wave pop,pop rock,rock,roots rock,singer-songwriter,soft rock,yacht rock",7,1982,M,Solo
962,Fragma,26086,"bubble trance,eurodance,german techno",4,2001,F,Solo
963,Next,1988537,"hip hop,pop,pop rap,rap,toronto rap,trap music,urban contemporary",3,1997,M,Group
964,Da Brat,212745,"chicago rap,gangster rap,hip hop,hip pop,new jack swing,pop rap,r&b,rap,urban contemporary",5,1994,F,Solo
965,Ideal,4543,,4,1999,,
966,Mandy Moore,408075,"dance pop,hollywood,movie tunes,neo mellow,post-teen pop",5,1999,F,Solo
967,Son By Four,48316,"deep latin christian,latin,latin pop,puerto rican pop,tropical",9,2000,M,Group
968,Lara Fabian,275631,"french pop,operatic pop",19,1991,F,Solo
969,Stone Temple Pilots,1785293,"alternative metal,alternative rock,grunge,hard rock,modern rock,nu metal,pop rock,post-grunge,rock",8,1992,M,Group
970,Lil' Mo,110058,"hip pop,r&b,urban contemporary",9,2001,F,Solo
971,Gerald Levert,439649,"funk,neo soul,new jack swing,quiet storm,r&b,soul,urban contemporary",11,1991,M,Solo
972,Eric Heatherly,1093,country,3,2000,M,Solo
973,Zombie Nation,20829,german techno,5,1999,M,Solo
974,Macy Gray,400945,"neo soul,soul",14,1999,F,Solo
975,Chad Brock,18746,"country,country road",3,1998,M,Solo
976,Westlife,1250172,"boy band,dance pop,europop",10,1999,M,Group
977,Deborah Cox,343908,"canadian pop,hip pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary,vocal house",14,1995,F,Solo
978,Collin Raye,208616,"arkansas country,contemporary country,country,country gospel,country road,country rock",20,1991,M,Solo
979,M2M,191590,"candy pop,dance pop,europop,girl group,norwegian pop,pop rock",3,2000,F,Group
980,Elton John,3788573,"glam rock,mellow gold,piano rock,rock",39,1969,M,Solo
981,Big Punisher,553396,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,hip pop,pop rap,rap,southern hip hop",4,1998,M,Solo
982,Alison Krauss,190200,"bluegrass,folk,lilith,progressive bluegrass",9,1987,F,Solo
983,En Vogue,601006,"dance pop,girl group,hip pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary",6,1990,F,Group
984,Sonique,24629,,4,2000,F,Solo
985,Steve Wariner,71001,"country,country gospel,country rock,nashville sound,traditional country",14,1991,M,Solo
986,Anastacia,183146,"australian pop,dance pop,europop",13,1999,F,Solo
987,Gloria Estefan,338035,"dance pop,disco,latin pop,new wave pop,soft rock",18,1987,F,Solo
988,Sammie,265520,"deep pop r&b,hip pop,pop rap,r&b,urban contemporary",4,2000,M,Solo
989,Bloodhound Gang,492474,"alternative metal,comic,funk metal,funk rock,nu metal,pop punk,punk",6,1995,M,Group
990,Montell Jordan,401793,"hip hop,hip pop,new jack swing,pop rap,r&b,urban contemporary",7,1995,M,Solo
991,Ty Herndon,65289,"contemporary country,country,country road",10,1995,M,Solo
992,Hot Boys,51417,"deep southern trap,dirty south rap,new orleans rap",4,1997,M,Group
993,Drama,708319,"dirty south rap,gangster rap,hip hop,philly rap,pop rap,rap,southern hip hop,trap music",20,2006,,Group
994,Chely Wright,64759,"contemporary country,country,country dawn",10,1994,F,Solo
995,Eiffel 65,173149,"bubblegum dance,eurodance,europop,italian pop,italo dance",4,2001,M,Group
996,R.L.,63639,"acoustic blues,blues,country blues,delta blues,garage rock,modern blues,punk blues,traditional blues",13,1990,M,Solo
997,Robbie Williams,1615714,"dance pop,europop,pop",16,1997,M,Solo
998,Bon,2443408,"chamber pop,eau claire indie,folk-pop,indie folk,melancholia,slow core,stomp and holler",4,2008,,
999,Mint Condition,380887,"dance pop,funk,hip pop,minneapolis sound,neo soul,new jack swing,quiet storm,r&b,soul,urban contemporary",12,1991,M,Group
1000,Amel Larrieux,154624,"neo r&b,neo soul,r&b",5,1999,F,Solo
1001,Tracie Spencer,60194,"new jack swing,urban contemporary",3,1988,F,Solo
1002,Rage Against The Machine,3031152,"alternative metal,alternative rock,conscious hip hop,funk metal,hard rock,nu metal,post-grunge,rap metal,rock",5,1992,M,Group
1003,Ol' Dirty Bastard,454196,"alternative hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap,southern hip hop",4,1995,M,Solo
1004,702,350941,"girl group,hip hop,hip pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary",3,1996,F,Group
1005,Lou Bega,56076,latin pop,5,1999,M,Solo
1006,Bush,909746,"alternative metal,alternative rock,grunge,modern rock,nu metal,pop rock,post-grunge,rock",7,1994,M,Group
1007,Beth Hart,186545,"blues rock,modern blues",16,1996,F,Solo
1008,Len,8083,pop rock,3,1995,,Group
1009,Kenny G,531722,"smooth jazz,smooth saxophone",32,1981,M,Solo
1010,Fatboy Slim,665008,big beat,16,1996,M,Solo
1011,Chico DeBarge,61572,"neo soul,new jack swing,r&b,urban contemporary",4,1997,M,Solo
1012,Warren G,1007924,"g funk,gangster rap,hardcore hip hop,hip hop,pop rap,rap,west coast rap",7,1994,M,Solo
1013,Eric Benet,347513,"neo soul,new jack swing,quiet storm,r&b,urban contemporary",12,1996,M,Solo
1014,Melissa Etheridge,219743,"folk,folk-pop,heartland rock,lilith,pop rock",21,1988,F,Solo
1015,Fastball,87150,"pop rock,post-grunge",7,1996,M,Group
1016,Edwin McCain,163158,"acoustic pop,neo mellow,pop rock",12,1992,M,Solo
1017,Lil' Troy,33648,"dirty south rap,gangster rap,southern hip hop",4,1998,M,Solo
1018,Naughty By Nature,485581,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,new jersey rap,pop rap,rap",7,1991,M,Group
1019,Alabama,565698,"contemporary country,country,country road,country rock,traditional country",36,1979,M,Group
1020,Sherrie Austin,16979,"contemporary country,country,country dawn",3,1997,F,Solo
1021,Donna Summer,845380,"dance pop,disco,europop,hi-nrg,motown,new wave pop",30,1974,F,Solo
1022,Tori Amos,405072,"art pop,chamber pop,ectofolk,folk,folk-pop,lilith,melancholia,new wave pop,permanent wave,piano rock,pop rock,singer-songwriter",20,1992,F,Solo
1023,The Beatnuts,83673,"alternative hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap,turntablism",4,1994,M,Group
1024,Lit,167113,"alternative rock,pop punk,pop rock,post-grunge,socal pop punk",4,1999,M,Group
1025,JT Money,40362,"dirty south rap,miami hip hop,southern hip hop",8,1999,M,Solo
1026,Mary Chapin Carpenter,90637,"contemporary country,country,folk,folk rock,lilith,mellow gold,traditional folk",17,1987,F,Solo
1027,B*Witched,105645,"bubblegum dance,dance pop,europop,girl group",3,1998,F,Group
1028,Mercedes Sosa,404861,"argentine rock,cantautor,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",64,1962,F,Solo
1029,Terry Dexter,790,,3,1999,F,Solo
1030,Dwight Yoakam,284597,"country,country rock,nashville sound,outlaw country,texas country,traditional country",25,1985,M,Solo
1031,Jordan Knight,47229,,4,1999,M,Solo
1032,Lila McCann,42444,"contemporary country,country,country dawn",4,1997,F,Solo
1033,Everlast,200550,rap rock,11,1990,M,Solo
1034,Collective Soul,525701,"alternative metal,alternative rock,pop rock,post-grunge,rock",12,1994,M,Group
